log_file,pipeline,stage,total_time,z,mcz,mcz_min,mcz_max,mcz_pts,I,td_min_ms,td_max_ms,td_pts,omega_min,omega_max,omega_pts,theta_min,theta_max,theta_pts,gamma_pts,dtype,orientation,save_dir,save_file,size,date,status,note
compute_mismatch_3061329_70.out,mcz_td,mismatch,0:5:28.14,1,40.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz40_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2061678,2026-04-08,ok,
compute_mismatch_3061329_71.out,mcz_td,mismatch,0:5:35.87,1,40.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz40p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2068339,2026-04-08,ok,
compute_mismatch_3061329_72.out,mcz_td,mismatch,0:5:34.42,1,41.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz41_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2072423,2026-04-08,ok,
compute_mismatch_3061329_73.out,mcz_td,mismatch,0:5:24.17,1,41.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz41p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2076545,2026-04-08,ok,
compute_mismatch_3061329_74.out,mcz_td,mismatch,0:5:27.44,1,42.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz42_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2080999,2026-04-08,ok,
compute_mismatch_3061329_75.out,mcz_td,mismatch,0:5:9.25,1,42.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz42p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2087060,2026-04-08,ok,
compute_mismatch_3061329_76.out,mcz_td,mismatch,0:5:13.07,1,43.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz43_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2088581,2026-04-08,ok,
compute_mismatch_3061329_77.out,mcz_td,mismatch,0:5:7.31,1,43.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz43p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2095429,2026-04-08,ok,
compute_mismatch_3061329_78.out,mcz_td,mismatch,0:5:18.33,1,44.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz44_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2097926,2026-04-08,ok,
compute_mismatch_3061329_79.out,mcz_td,mismatch,0:5:6.81,1,44.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz44p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2097611,2026-04-08,ok,
compute_mismatch_3061329_80.out,mcz_td,mismatch,0:5:2.56,1,45.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz45_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2108035,2026-04-08,ok,
build_template_banks_test_3070323_0.out,mcz_td,build,,1,,5.0,8.5,8,,,,,0,6,61,0,15,151,51,,Taman_faceon,template_banks_z1_Taman_faceon,,12247632480,2026-04-08,partial,missing total_time; OSError: Cannot allocate memory; slurmstepd: DUE TO TIME LIMIT; Traceback; Exception in thread; CANCELLED; saved=1/8
build_template_banks_test_3070526_0.out,mcz_td,build,0:3:41.57,1,5.5,,,,,,,,0,6,61,0,15,151,51,,Taman_faceon,template_banks_z1_Taman_faceon,rp_bank_z1_mcz5p5_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1858747925,2026-04-08,ok,
build_template_banks_test_3070526_1.out,mcz_td,build,0:3:26.53,1,6.0,,,,,,,,0,6,61,0,15,151,51,,Taman_faceon,template_banks_z1_Taman_faceon,rp_bank_z1_mcz6_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1691120292,2026-04-08,ok,
build_template_banks_test_3070526_2.out,mcz_td,build,0:3:23.25,1,6.5,,,,,,,,0,6,61,0,15,151,51,,Taman_faceon,template_banks_z1_Taman_faceon,rp_bank_z1_mcz6p5_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1545183579,2026-04-08,ok,
build_template_banks_test_3070526_3.out,mcz_td,build,0:3:14.42,1,7.0,,,,,,,,0,6,61,0,15,151,51,,Taman_faceon,template_banks_z1_Taman_faceon,rp_bank_z1_mcz7_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1421817442,2026-04-08,ok,
build_template_banks_test_3070526_4.out,mcz_td,build,0:3:2.62,1,7.5,,,,,,,,0,6,61,0,15,151,51,,Taman_faceon,template_banks_z1_Taman_faceon,rp_bank_z1_mcz7p5_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1316005561,2026-04-08,ok,
build_template_banks_test_3070526_5.out,mcz_td,build,0:2:56.93,1,8.0,,,,,,,,0,6,61,0,15,151,51,,Taman_faceon,template_banks_z1_Taman_faceon,rp_bank_z1_mcz8_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1222288695,2026-04-08,ok,
build_template_banks_test_3070526_6.out,mcz_td,build,0:2:51.47,1,8.5,,,,,,,,0,6,61,0,15,151,51,,Taman_faceon,template_banks_z1_Taman_faceon,rp_bank_z1_mcz8p5_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1138534983,2026-04-08,ok,
compute_mismatch_test_3070475_0.out,mcz_td,mismatch,0:6:41.77,1,,5.0,8.5,8,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,,16483080,2026-04-08,partial,"processed=1 skipped=7; template bank unavailable (OSError: Unable to synchronously open file (addr overflow, addr = 5264, size = 960, eoa = 2048)"
compute_mismatch_test_3070568_0.out,mcz_td,mismatch,,1,,5.5,8.5,7,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,,14344558,2026-04-08,partial,missing total_time; slurmstepd: DUE TO TIME LIMIT; CANCELLED; saved=6/7; incomplete run
compute_mismatch_test_3070807_0.out,mcz_td,mismatch,0:6:2.67,1,8.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz8p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2003297,2026-04-08,ok,
